codigo,coordenada_e,coordenada_n,motivo
FHV-P-5357,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5358,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5359,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5360,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5361,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5362,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5363,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5364,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5365,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5366,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5367,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5368,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5369,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5370,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5371,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5372,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5373,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5374,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5375,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5376,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5377,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5378,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5379,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5380,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5381,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5382,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5383,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5384,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5385,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5386,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5387,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5388,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5389,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5390,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5391,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5392,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5393,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5394,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5395,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5396,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5397,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5398,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5399,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5414,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5500,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5501,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5502,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5503,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5504,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5505,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5506,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5507,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5508,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5509,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5510,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5511,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5512,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5513,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5514,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5515,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5516,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5519,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5520,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5522,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5523,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5524,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5525,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5527,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5528,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5529,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5530,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5531,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5532,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5533,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5534,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5535,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5536,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5537,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5538,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5539,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5541,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5542,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5543,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5544,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5545,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5546,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5547,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5548,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5549,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5550,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5551,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5552,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5555,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5556,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5557,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5558,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5559,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5560,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5561,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5562,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5563,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5564,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5573,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5574,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5575,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5576,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5577,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5578,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5579,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5580,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5581,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5582,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5583,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5584,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5585,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5586,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5587,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5588,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5589,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5590,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5591,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5592,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5593,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5594,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5595,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5596,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5597,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5598,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5599,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5600,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5601,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5602,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5603,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5604,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5605,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5606,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5607,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5608,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5609,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5610,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5611,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5612,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5613,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5614,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5615,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-7102,6512391208,7190625008,"Y fora do range (7000000-7500000): 7190625008"
FHV-P-7105,651418853,7190539.39,"X fora do range (200000-800000): 651418853"
FHV-P-7106,651197644,7190517.91,"X fora do range (200000-800000): 651197644"
FHV-P-7108,651092047,71905397287,"X fora do range (200000-800000): 651092047"
FHV-P-7115,6507814404,7191038825,"Y fora do range (7000000-7500000): 7191038825"
FHV-P-7187,651068555,71912254916,"X fora do range (200000-800000): 651068555"
