linha,codigo,motivo,detalhes
698,"N/A","Código ou tipo ausente",""
699,"N/A","Código ou tipo ausente",""
700,"N/A","Código ou tipo ausente",""
701,"N/A","Código ou tipo ausente",""
702,"N/A","Código ou tipo ausente",""
703,"N/A","Código ou tipo ausente",""
704,"N/A","Código ou tipo ausente",""
705,"N/A","Código ou tipo ausente",""
706,"N/A","Código ou tipo ausente",""
707,"N/A","Código ou tipo ausente",""
708,"N/A","Código ou tipo ausente",""
709,"N/A","Código ou tipo ausente",""
710,"N/A","Código ou tipo ausente",""
711,"N/A","Código ou tipo ausente",""
712,"N/A","Código ou tipo ausente",""
713,"N/A","Código ou tipo ausente",""
714,"N/A","Código ou tipo ausente",""
715,"N/A","Código ou tipo ausente",""
716,"N/A","Código ou tipo ausente",""
717,"N/A","Código ou tipo ausente",""
718,"N/A","Código ou tipo ausente",""
719,"N/A","Código ou tipo ausente",""
720,"N/A","Código ou tipo ausente",""
721,"N/A","Código ou tipo ausente",""
722,"N/A","Código ou tipo ausente",""
723,"N/A","Código ou tipo ausente",""
724,"N/A","Código ou tipo ausente",""
725,"N/A","Código ou tipo ausente",""
726,"N/A","Código ou tipo ausente",""
727,"N/A","Código ou tipo ausente",""
728,"N/A","Código ou tipo ausente",""
729,"N/A","Código ou tipo ausente",""
730,"N/A","Código ou tipo ausente",""
731,"N/A","Código ou tipo ausente",""
732,"N/A","Código ou tipo ausente",""
733,"N/A","Código ou tipo ausente",""
734,"N/A","Código ou tipo ausente",""
735,"N/A","Código ou tipo ausente",""
736,"N/A","Código ou tipo ausente",""
737,"N/A","Código ou tipo ausente",""
738,"N/A","Código ou tipo ausente",""
739,"N/A","Código ou tipo ausente",""
740,"N/A","Código ou tipo ausente",""
741,"N/A","Código ou tipo ausente",""
742,"N/A","Código ou tipo ausente",""
743,"N/A","Código ou tipo ausente",""
744,"N/A","Código ou tipo ausente",""
745,"N/A","Código ou tipo ausente",""
746,"N/A","Código ou tipo ausente",""
747,"N/A","Código ou tipo ausente",""
748,"N/A","Código ou tipo ausente",""
749,"N/A","Código ou tipo ausente",""
750,"N/A","Código ou tipo ausente",""
751,"N/A","Código ou tipo ausente",""
752,"N/A","Código ou tipo ausente",""
753,"N/A","Código ou tipo ausente",""
754,"N/A","Código ou tipo ausente",""
755,"N/A","Código ou tipo ausente",""
756,"N/A","Código ou tipo ausente",""
757,"N/A","Código ou tipo ausente",""
758,"N/A","Código ou tipo ausente",""
759,"N/A","Código ou tipo ausente",""
760,"N/A","Código ou tipo ausente",""
761,"N/A","Código ou tipo ausente",""
762,"N/A","Código ou tipo ausente",""
763,"N/A","Código ou tipo ausente",""
764,"N/A","Código ou tipo ausente",""
765,"N/A","Código ou tipo ausente",""
766,"N/A","Código ou tipo ausente",""
767,"N/A","Código ou tipo ausente",""
768,"N/A","Código ou tipo ausente",""
769,"N/A","Código ou tipo ausente",""
770,"N/A","Código ou tipo ausente",""
771,"N/A","Código ou tipo ausente",""
772,"N/A","Código ou tipo ausente",""
773,"N/A","Código ou tipo ausente",""
774,"N/A","Código ou tipo ausente",""
775,"N/A","Código ou tipo ausente",""
776,"N/A","Código ou tipo ausente",""
777,"N/A","Código ou tipo ausente",""
778,"N/A","Código ou tipo ausente",""
779,"N/A","Código ou tipo ausente",""
780,"N/A","Código ou tipo ausente",""
781,"N/A","Código ou tipo ausente",""
782,"N/A","Código ou tipo ausente",""
783,"N/A","Código ou tipo ausente",""
784,"N/A","Código ou tipo ausente",""
785,"N/A","Código ou tipo ausente",""
786,"N/A","Código ou tipo ausente",""
787,"N/A","Código ou tipo ausente",""
788,"N/A","Código ou tipo ausente",""
789,"N/A","Código ou tipo ausente",""
790,"N/A","Código ou tipo ausente",""
791,"N/A","Código ou tipo ausente",""
792,"N/A","Código ou tipo ausente",""
793,"N/A","Código ou tipo ausente",""
794,"N/A","Código ou tipo ausente",""
795,"N/A","Código ou tipo ausente",""
796,"N/A","Código ou tipo ausente",""
797,"N/A","Código ou tipo ausente",""
798,"N/A","Código ou tipo ausente",""
799,"N/A","Código ou tipo ausente",""
800,"N/A","Código ou tipo ausente",""
801,"N/A","Código ou tipo ausente",""
802,"N/A","Código ou tipo ausente",""
803,"N/A","Código ou tipo ausente",""
804,"N/A","Código ou tipo ausente",""
805,"N/A","Código ou tipo ausente",""
806,"N/A","Código ou tipo ausente",""
807,"N/A","Código ou tipo ausente",""
808,"N/A","Código ou tipo ausente",""
809,"N/A","Código ou tipo ausente",""
810,"N/A","Código ou tipo ausente",""
811,"N/A","Código ou tipo ausente",""
812,"N/A","Código ou tipo ausente",""
813,"N/A","Código ou tipo ausente",""
814,"N/A","Código ou tipo ausente",""
815,"N/A","Código ou tipo ausente",""
816,"N/A","Código ou tipo ausente",""
817,"N/A","Código ou tipo ausente",""
818,"N/A","Código ou tipo ausente",""
819,"N/A","Código ou tipo ausente",""
820,"N/A","Código ou tipo ausente",""
821,"N/A","Código ou tipo ausente",""
822,"N/A","Código ou tipo ausente",""
823,"N/A","Código ou tipo ausente",""
824,"N/A","Código ou tipo ausente",""
825,"N/A","Código ou tipo ausente",""
826,"N/A","Código ou tipo ausente",""
827,"N/A","Código ou tipo ausente",""
828,"N/A","Código ou tipo ausente",""
829,"N/A","Código ou tipo ausente",""
830,"N/A","Código ou tipo ausente",""
831,"N/A","Código ou tipo ausente",""
832,"N/A","Código ou tipo ausente",""
833,"N/A","Código ou tipo ausente",""
834,"N/A","Código ou tipo ausente",""
835,"N/A","Código ou tipo ausente",""
836,"N/A","Código ou tipo ausente",""
837,"N/A","Código ou tipo ausente",""
838,"N/A","Código ou tipo ausente",""
839,"N/A","Código ou tipo ausente",""
840,"N/A","Código ou tipo ausente",""
841,"N/A","Código ou tipo ausente",""
842,"N/A","Código ou tipo ausente",""
843,"N/A","Código ou tipo ausente",""
844,"N/A","Código ou tipo ausente",""
845,"N/A","Código ou tipo ausente",""
846,"N/A","Código ou tipo ausente",""
847,"N/A","Código ou tipo ausente",""
848,"N/A","Código ou tipo ausente",""
849,"N/A","Código ou tipo ausente",""
850,"N/A","Código ou tipo ausente",""
851,"N/A","Código ou tipo ausente",""
852,"N/A","Código ou tipo ausente",""
853,"N/A","Código ou tipo ausente",""
854,"N/A","Código ou tipo ausente",""
855,"N/A","Código ou tipo ausente",""
856,"N/A","Código ou tipo ausente",""
857,"N/A","Código ou tipo ausente",""
858,"N/A","Código ou tipo ausente",""
859,"N/A","Código ou tipo ausente",""
860,"N/A","Código ou tipo ausente",""
861,"N/A","Código ou tipo ausente",""
862,"N/A","Código ou tipo ausente",""
863,"N/A","Código ou tipo ausente",""
864,"N/A","Código ou tipo ausente",""
865,"N/A","Código ou tipo ausente",""
866,"N/A","Código ou tipo ausente",""
867,"N/A","Código ou tipo ausente",""
868,"N/A","Código ou tipo ausente",""
869,"N/A","Código ou tipo ausente",""
870,"N/A","Código ou tipo ausente",""
871,"N/A","Código ou tipo ausente",""
872,"N/A","Código ou tipo ausente",""
873,"N/A","Código ou tipo ausente",""
874,"N/A","Código ou tipo ausente",""
875,"N/A","Código ou tipo ausente",""
876,"N/A","Código ou tipo ausente",""
877,"N/A","Código ou tipo ausente",""
878,"N/A","Código ou tipo ausente",""
879,"N/A","Código ou tipo ausente",""
880,"N/A","Código ou tipo ausente",""
881,"N/A","Código ou tipo ausente",""
882,"N/A","Código ou tipo ausente",""
883,"N/A","Código ou tipo ausente",""
884,"N/A","Código ou tipo ausente",""
885,"N/A","Código ou tipo ausente",""
886,"N/A","Código ou tipo ausente",""
887,"N/A","Código ou tipo ausente",""
888,"N/A","Código ou tipo ausente",""
889,"N/A","Código ou tipo ausente",""
890,"N/A","Código ou tipo ausente",""
891,"N/A","Código ou tipo ausente",""
892,"N/A","Código ou tipo ausente",""
893,"N/A","Código ou tipo ausente",""
894,"N/A","Código ou tipo ausente",""
895,"N/A","Código ou tipo ausente",""
896,"N/A","Código ou tipo ausente",""
897,"N/A","Código ou tipo ausente",""
898,"N/A","Código ou tipo ausente",""
899,"N/A","Código ou tipo ausente",""
900,"N/A","Código ou tipo ausente",""
901,"N/A","Código ou tipo ausente",""
902,"N/A","Código ou tipo ausente",""
903,"N/A","Código ou tipo ausente",""
904,"N/A","Código ou tipo ausente",""
905,"N/A","Código ou tipo ausente",""
906,"N/A","Código ou tipo ausente",""
907,"N/A","Código ou tipo ausente",""
908,"N/A","Código ou tipo ausente",""
909,"N/A","Código ou tipo ausente",""
910,"N/A","Código ou tipo ausente",""
911,"N/A","Código ou tipo ausente",""
912,"N/A","Código ou tipo ausente",""
913,"N/A","Código ou tipo ausente",""
914,"N/A","Código ou tipo ausente",""
915,"N/A","Código ou tipo ausente",""
916,"N/A","Código ou tipo ausente",""
917,"N/A","Código ou tipo ausente",""
918,"N/A","Código ou tipo ausente",""
919,"N/A","Código ou tipo ausente",""
920,"N/A","Código ou tipo ausente",""
921,"N/A","Código ou tipo ausente",""
922,"N/A","Código ou tipo ausente",""
923,"N/A","Código ou tipo ausente",""
924,"N/A","Código ou tipo ausente",""
925,"N/A","Código ou tipo ausente",""
926,"N/A","Código ou tipo ausente",""
927,"N/A","Código ou tipo ausente",""
928,"N/A","Código ou tipo ausente",""
929,"N/A","Código ou tipo ausente",""
930,"N/A","Código ou tipo ausente",""
931,"N/A","Código ou tipo ausente",""
932,"N/A","Código ou tipo ausente",""
933,"N/A","Código ou tipo ausente",""
934,"N/A","Código ou tipo ausente",""
935,"N/A","Código ou tipo ausente",""
936,"N/A","Código ou tipo ausente",""
937,"N/A","Código ou tipo ausente",""
938,"N/A","Código ou tipo ausente",""
939,"N/A","Código ou tipo ausente",""
940,"N/A","Código ou tipo ausente",""
941,"N/A","Código ou tipo ausente",""
942,"N/A","Código ou tipo ausente",""
943,"N/A","Código ou tipo ausente",""
944,"N/A","Código ou tipo ausente",""
945,"N/A","Código ou tipo ausente",""
946,"N/A","Código ou tipo ausente",""
947,"N/A","Código ou tipo ausente",""
948,"N/A","Código ou tipo ausente",""
949,"N/A","Código ou tipo ausente",""
950,"N/A","Código ou tipo ausente",""
951,"N/A","Código ou tipo ausente",""
952,"N/A","Código ou tipo ausente",""
953,"N/A","Código ou tipo ausente",""
954,"N/A","Código ou tipo ausente",""
955,"N/A","Código ou tipo ausente",""
956,"N/A","Código ou tipo ausente",""
957,"N/A","Código ou tipo ausente",""
958,"N/A","Código ou tipo ausente",""
959,"N/A","Código ou tipo ausente",""
960,"N/A","Código ou tipo ausente",""
961,"N/A","Código ou tipo ausente",""
962,"N/A","Código ou tipo ausente",""
963,"N/A","Código ou tipo ausente",""
964,"N/A","Código ou tipo ausente",""
965,"N/A","Código ou tipo ausente",""
966,"N/A","Código ou tipo ausente",""
967,"N/A","Código ou tipo ausente",""
968,"N/A","Código ou tipo ausente",""
969,"N/A","Código ou tipo ausente",""
970,"N/A","Código ou tipo ausente",""
971,"N/A","Código ou tipo ausente",""
972,"N/A","Código ou tipo ausente",""
973,"N/A","Código ou tipo ausente",""
974,"N/A","Código ou tipo ausente",""
975,"N/A","Código ou tipo ausente",""
976,"N/A","Código ou tipo ausente",""
977,"N/A","Código ou tipo ausente",""
978,"N/A","Código ou tipo ausente",""
979,"N/A","Código ou tipo ausente",""
980,"N/A","Código ou tipo ausente",""
981,"N/A","Código ou tipo ausente",""
982,"N/A","Código ou tipo ausente",""
983,"N/A","Código ou tipo ausente",""
984,"N/A","Código ou tipo ausente",""
985,"N/A","Código ou tipo ausente",""
986,"N/A","Código ou tipo ausente",""
987,"N/A","Código ou tipo ausente",""
988,"N/A","Código ou tipo ausente",""
989,"N/A","Código ou tipo ausente",""
990,"N/A","Código ou tipo ausente",""
991,"N/A","Código ou tipo ausente",""
992,"N/A","Código ou tipo ausente",""
993,"N/A","Código ou tipo ausente",""
994,"N/A","Código ou tipo ausente",""
995,"N/A","Código ou tipo ausente",""
996,"N/A","Código ou tipo ausente",""
997,"N/A","Código ou tipo ausente",""
998,"N/A","Código ou tipo ausente",""
999,"N/A","Código ou tipo ausente",""
1000,"N/A","Código ou tipo ausente",""
1001,"N/A","Código ou tipo ausente",""
1002,"N/A","Código ou tipo ausente",""
1003,"N/A","Código ou tipo ausente",""
1004,"N/A","Código ou tipo ausente",""
1005,"N/A","Código ou tipo ausente",""
1006,"N/A","Código ou tipo ausente",""
1007,"N/A","Código ou tipo ausente",""
1008,"N/A","Código ou tipo ausente",""
1009,"N/A","Código ou tipo ausente",""
1010,"N/A","Código ou tipo ausente",""
1011,"N/A","Código ou tipo ausente",""
1012,"N/A","Código ou tipo ausente",""
1013,"N/A","Código ou tipo ausente",""
1014,"N/A","Código ou tipo ausente",""
1015,"N/A","Código ou tipo ausente",""
1016,"N/A","Código ou tipo ausente",""
1017,"N/A","Código ou tipo ausente",""
1018,"N/A","Código ou tipo ausente",""
1019,"N/A","Código ou tipo ausente",""
1020,"N/A","Código ou tipo ausente",""
1021,"N/A","Código ou tipo ausente",""
1022,"N/A","Código ou tipo ausente",""
1023,"N/A","Código ou tipo ausente",""
1024,"N/A","Código ou tipo ausente",""
1025,"N/A","Código ou tipo ausente",""
1026,"N/A","Código ou tipo ausente",""
1027,"N/A","Código ou tipo ausente",""
1028,"N/A","Código ou tipo ausente",""
1029,"N/A","Código ou tipo ausente",""
1030,"N/A","Código ou tipo ausente",""
1031,"N/A","Código ou tipo ausente",""
1032,"N/A","Código ou tipo ausente",""
1033,"N/A","Código ou tipo ausente",""
1034,"N/A","Código ou tipo ausente",""
1035,"N/A","Código ou tipo ausente",""
1036,"N/A","Código ou tipo ausente",""
1037,"N/A","Código ou tipo ausente",""
1038,"N/A","Código ou tipo ausente",""
1039,"N/A","Código ou tipo ausente",""
1040,"N/A","Código ou tipo ausente",""
1041,"N/A","Código ou tipo ausente",""
1042,"N/A","Código ou tipo ausente",""
1043,"N/A","Código ou tipo ausente",""
1044,"N/A","Código ou tipo ausente",""
1045,"N/A","Código ou tipo ausente",""
1046,"N/A","Código ou tipo ausente",""
1047,"N/A","Código ou tipo ausente",""
1048,"N/A","Código ou tipo ausente",""
1049,"N/A","Código ou tipo ausente",""
1050,"N/A","Código ou tipo ausente",""
1051,"N/A","Código ou tipo ausente",""
1052,"N/A","Código ou tipo ausente",""
1053,"N/A","Código ou tipo ausente",""
1054,"N/A","Código ou tipo ausente",""
1055,"N/A","Código ou tipo ausente",""
1056,"N/A","Código ou tipo ausente",""
1057,"N/A","Código ou tipo ausente",""
1058,"N/A","Código ou tipo ausente",""
1059,"N/A","Código ou tipo ausente",""
1060,"N/A","Código ou tipo ausente",""
1061,"N/A","Código ou tipo ausente",""
1062,"N/A","Código ou tipo ausente",""
1063,"N/A","Código ou tipo ausente",""
1064,"N/A","Código ou tipo ausente",""
1065,"N/A","Código ou tipo ausente",""
1066,"N/A","Código ou tipo ausente",""
1067,"N/A","Código ou tipo ausente",""
1068,"N/A","Código ou tipo ausente",""
1069,"N/A","Código ou tipo ausente",""
1070,"N/A","Código ou tipo ausente",""
1071,"N/A","Código ou tipo ausente",""
1072,"N/A","Código ou tipo ausente",""
1073,"N/A","Código ou tipo ausente",""
1074,"N/A","Código ou tipo ausente",""
1075,"N/A","Código ou tipo ausente",""
1076,"N/A","Código ou tipo ausente",""
1077,"N/A","Código ou tipo ausente",""
1078,"N/A","Código ou tipo ausente",""
1079,"N/A","Código ou tipo ausente",""
1080,"N/A","Código ou tipo ausente",""
1081,"N/A","Código ou tipo ausente",""
1082,"N/A","Código ou tipo ausente",""
1083,"N/A","Código ou tipo ausente",""
1084,"N/A","Código ou tipo ausente",""
1085,"N/A","Código ou tipo ausente",""
1086,"N/A","Código ou tipo ausente",""
1087,"N/A","Código ou tipo ausente",""
1088,"N/A","Código ou tipo ausente",""
1089,"N/A","Código ou tipo ausente",""
1090,"N/A","Código ou tipo ausente",""
1091,"N/A","Código ou tipo ausente",""
1092,"N/A","Código ou tipo ausente",""
1093,"N/A","Código ou tipo ausente",""
1094,"N/A","Código ou tipo ausente",""
1095,"N/A","Código ou tipo ausente",""
1096,"N/A","Código ou tipo ausente",""
1097,"N/A","Código ou tipo ausente",""
1098,"N/A","Código ou tipo ausente",""
1099,"N/A","Código ou tipo ausente",""
1100,"N/A","Código ou tipo ausente",""
1101,"N/A","Código ou tipo ausente",""
1102,"N/A","Código ou tipo ausente",""
1103,"N/A","Código ou tipo ausente",""
1104,"N/A","Código ou tipo ausente",""
1105,"N/A","Código ou tipo ausente",""
1106,"N/A","Código ou tipo ausente",""
1107,"N/A","Código ou tipo ausente",""
1108,"N/A","Código ou tipo ausente",""
1109,"N/A","Código ou tipo ausente",""
1110,"N/A","Código ou tipo ausente",""
1111,"N/A","Código ou tipo ausente",""
1112,"N/A","Código ou tipo ausente",""
1113,"N/A","Código ou tipo ausente",""
1114,"N/A","Código ou tipo ausente",""
1115,"N/A","Código ou tipo ausente",""
1116,"N/A","Código ou tipo ausente",""
1117,"N/A","Código ou tipo ausente",""
1118,"N/A","Código ou tipo ausente",""
1119,"N/A","Código ou tipo ausente",""
1120,"N/A","Código ou tipo ausente",""
1121,"N/A","Código ou tipo ausente",""
1122,"N/A","Código ou tipo ausente",""
1123,"N/A","Código ou tipo ausente",""
1124,"N/A","Código ou tipo ausente",""
1125,"N/A","Código ou tipo ausente",""
1126,"N/A","Código ou tipo ausente",""
1127,"N/A","Código ou tipo ausente",""
1128,"N/A","Código ou tipo ausente",""
1129,"N/A","Código ou tipo ausente",""
1130,"N/A","Código ou tipo ausente",""
1131,"N/A","Código ou tipo ausente",""
1132,"N/A","Código ou tipo ausente",""
1133,"N/A","Código ou tipo ausente",""
1134,"N/A","Código ou tipo ausente",""
1135,"N/A","Código ou tipo ausente",""
1136,"N/A","Código ou tipo ausente",""
1137,"N/A","Código ou tipo ausente",""
1138,"N/A","Código ou tipo ausente",""
1139,"N/A","Código ou tipo ausente",""
1140,"N/A","Código ou tipo ausente",""
1141,"N/A","Código ou tipo ausente",""
1142,"N/A","Código ou tipo ausente",""
1143,"N/A","Código ou tipo ausente",""
1144,"N/A","Código ou tipo ausente",""
1145,"N/A","Código ou tipo ausente",""
1146,"N/A","Código ou tipo ausente",""
1147,"N/A","Código ou tipo ausente",""
1148,"N/A","Código ou tipo ausente",""
1149,"N/A","Código ou tipo ausente",""
1150,"N/A","Código ou tipo ausente",""
1151,"N/A","Código ou tipo ausente",""
1152,"N/A","Código ou tipo ausente",""
1153,"N/A","Código ou tipo ausente",""
